Name;Country;Description;Thumbnail;Publisher_Names;Developer_Names;Platform;Steam_Link;Release_Date;Genre;Epic_Link;Playstation_Link;Xbox_Link;Switch_Link
JamG;Hungary;Control an ever-changing ball along a narrow winding course suspended in midair. Solve your way through challenging levels jam-packed with obstacles, traps and mazes.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/383010/header.jpg?t=1447376831;Ernő Király;Ernő Király;Windows;https://store.steampowered.com/app/383010/JamG/;6 Jul, 2015;Action, Casual, Indie, Early Access;;;;
GemCraft - Chasing Shadows;Hungary;An epic, challenging tower defense game with an emphasis on strategy and replayability. Summon gems of immense magical potency and harness their unique abilities against a seemingly end;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/296490/header.jpg?t=1695840381;Armor Games Studios;Game in a Bottle;Windows;https://store.steampowered.com/app/296490/GemCraft__Chasing_Shadows/;30 Apr, 2015;Action, Indie, Strategy;;;;
The Incredible Adventures of Van Helsing: Final Cut;Hungary;Embark on an adventure in a gothic-noir world, where mad science threatens the peace between monsters and mortals. The Incredible Adventures of Van Helsing: Final Cut is definitive edit;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/400170/header.jpg?t=1618303802;NeocoreGames;NeocoreGames;Windows;https://store.steampowered.com/app/400170/The_Incredible_Adventures_of_Van_Helsing_Final_Cut/;6 Nov, 2015;Action, Adventure, Indie, RPG;;;;
Solar Shifter EX;Hungary;Warp into action with Solar Shifter EX. Man your ship and dive into fierce combat situations in space and over beautiful and distant planet surfaces. Solar Shifter EX is a sci-fi shoot ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/363940/header.jpg?t=1717901407;Headup;Elder Games;Windows, macOS, SteamOS + Linux, Xbox;https://store.steampowered.com/app/363940/Solar_Shifter_EX/;11 Sep, 2015;Action, Indie;;;https://www.xbox.com/en-us/games/store/solar-shifter-ex/c2q3f1klk5t9;
AGON - The Mysterious Codex (Trilogy);Hungary;Professor Hunt embarks on an adventure journey from London to Lapland and Madagascar, in search of mysterious ancient board games.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/410120/header.jpg?t=1678356988;M.INDIE;Private Moon Studios;Windows;https://store.steampowered.com/app/410120/AGON__The_Mysterious_Codex_Trilogy/;16 Mar, 2006;Adventure;;;;
AGON - The Lost Sword of Toledo;Hungary;Search the Spanish city of Toledo with Professor Hunt and reveal the secrets behind a mysterious sword!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/410130/header.jpg?t=1678356959;M.INDIE;Private Moon Studios;Windows;https://store.steampowered.com/app/410130/AGON__The_Lost_Sword_of_Toledo/;22 Feb, 2008;Adventure;;;;
Vortex: The Gateway;Hungary;Vortex: The Gateway is an open world survival horror game with two game modes. If you want to survive then be alert, sneak, build and fight. Meanwhile life back on Earth changes dramati;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/406170/header.jpg?t=1572873834;StormCube Games;StormCube Games;Windows;https://store.steampowered.com/app/406170/Vortex_The_Gateway/;22 Mar, 2016;Action, Adventure, Indie;;;;
Ironkraft - Road to Hell;Hungary;Ironkraft - Road to Hell is a fast paced 2.5D side-scrolling car-brawler with an alternative World War II story - Zombies, Nazis, Aliens and maximum craziness included! In a post-apocal;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/397020/header.jpg?t=1458850642;Invoker Studios;Invoker Studios;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/397020/Ironkraft__Road_to_Hell/;22 Oct, 2015;Action, Casual, Indie, Early Access;;;;
Ultimate Space Commando;Hungary;"USC is a turn-based, top-down view tactics game in which you control the crew of a stranded recon vessel in a ""first contact war"" for survival, featuring a detailed combat system with R";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/341910/header.jpg?t=1724246225;Angry Cat Studios;Creatio 49;Windows;https://store.steampowered.com/app/341910/Ultimate_Space_Commando/;12 May, 2015;Indie, RPG, Strategy;;;;
The Incredible Adventures of Van Helsing III;Hungary;Van Helsing, monster hunter will face the most difficult trials of his life as he is trying to destroy his nemesis. The civil war is over in Borgovia, but the future still looks grim. T;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/359900/header.jpg?t=1572445840;NeocoreGames;NeocoreGames;Windows;https://store.steampowered.com/app/359900/The_Incredible_Adventures_of_Van_Helsing_III/;22 May, 2015;Action, Adventure, Indie, RPG;;;;
Morningstar: Descent to Deadrock;Hungary;Crash-landed on a desolate, alien planet, what should've been a routine work-for-hire job for Powell has become a deadly mission to save the merchant vessel Morningstar and her crew.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/339130/header.jpg?t=1478025584;Phoenix Online Publishing;Red Herring Labs;Windows, macOS;https://store.steampowered.com/app/339130/Morningstar_Descent_to_Deadrock/;17 Feb, 2015;Adventure, Indie;;;;
Ignite;Hungary;Every race is different in Ignite. Each race brings something new as players try to win by using their own tactics.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/45410/header.jpg?t=1447354512;Nemesys Games;Nemesys Games;Windows;https://store.steampowered.com/app/45410/Ignite/;28 Oct, 2011;Racing;;;;
Fortix 2;Hungary;Fortix 2 is best described as a reverse turret defense game. As Sir Fortix, the knight, you must conquer castles while dodging tower turrets and evil monsters. Fight your way across the;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/45450/header.jpg?t=1447354185;Nemesys Games;Nemesys Games;Windows, macOS;https://store.steampowered.com/app/45450/Fortix_2/;6 May, 2011;Casual, Indie;;;;
Fortix;Hungary;Can you reclaim your ancestors’ land? Evil forces have taken over the once fertile land of Fortiana. You are the only one who can storm the castles and claw it back from the hordes of;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/45400/header.jpg?t=1447353028;Nemesys Games;Nemesys Games;Windows, macOS;https://store.steampowered.com/app/45400/Fortix/;14 Apr, 2010;Indie;;;;
Joint Task Force;Hungary;Joint Task Force is the real-time strategy (RTS) game where you command the frontline forces in tomorrow's most hazardous conflicts. Lead twenty dramatic missions in explosive war-zones;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6400/header.jpg?t=1447350970;HD Publishing;Most Wanted Entertainment;Windows;https://store.steampowered.com/app/6400/Joint_Task_Force/;12 Sep, 2006;Action, Strategy;;;;
Meridian: New World;Hungary;Slip into the role of Daniel Hanson, commander of the first mission to a remote planet called Meridian. Assured of the fact that the planet is uninhabited, the unexpected reception of a;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/265120/header.jpg?t=1717900807;Headup;Elder Games;Windows;https://store.steampowered.com/app/265120/Meridian_New_World/;4 Apr, 2014;Indie, Strategy;;;;
Bang Bang Racing;Hungary;Be one step ahead of your competitors, finding shortcuts, repairing your car in the pit lane, and dominating your opponents from the top-down view.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/207020/header.jpg?t=1726045301;HandyGames;Digital Reality Software & Playbox;Windows;https://store.steampowered.com/app/207020/Bang_Bang_Racing/;8 Jun, 2012;Racing;;;;
Zoo Park;Hungary;Care for over 40 different animals from all four corners of the Earth whilst running a professional programme of rescue, rehabilitation, research and conservation.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/307760/header.jpg?t=1726150198;Excalibur Publishing;Excalibur;Windows, Playstation;https://store.steampowered.com/app/307760/Zoo_Park/;13 Jun, 2014;Simulation, Strategy;;https://store.playstation.com/en-us/product/UP1421-PPSA18219_00-0625284455839001;;
Post Master;Hungary;Can you take control of a mail distribution company where your business will need to adapt to a growing city? Will you be able to handle the pressure of new delivery opportunities or ar;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/275080/header.jpg?t=1726150083;Excalibur Publishing;Excalibur;Windows, macOS;https://store.steampowered.com/app/275080/Post_Master/;7 Mar, 2014;Casual, Indie, Simulation;;;;
Farming World;Hungary;Whether you specialise in grain, fruits or even maintaining your own dairy farm, in Farming World you have the ultimate choice on how you shape your business. With dozens of seed types ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/277500/header.jpg?t=1687339123;Excalibur Publishing;Excalibur;Windows, macOS;https://store.steampowered.com/app/277500/Farming_World/;2 May, 2014;Casual, Indie, Simulation;;;;
European Ship Simulator;Hungary;A speeding power boat, a humble tug to a luxury cruise liner. Captain eight highly detailed ships, fight against realistic water physics and take in spectacular vistas as you navigate f;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/299250/header.jpg?t=1726150163;Excalibur Games;Excalibur;Windows, macOS;https://store.steampowered.com/app/299250/European_Ship_Simulator/;4 Nov, 2016;Simulation;;;;
Veteran Combat;Hungary;Veteran Combat is a 2D side-scrolling (arcade) fighting game for PC.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/351420/header.jpg?t=1546078988;CyberphobX;CyberphobX;Windows;https://store.steampowered.com/app/351420/Veteran_Combat/;16 Feb, 2015;Action, Casual;;;;
KickBeat Steam Edition;Hungary;From indie pioneers Zen Studios (makers of Pinball FX2 and CastleStorm) comes KickBeat, an innovative rhythm game with a Kung Fu theme, featuring fully 3D characters and high-energy mus;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/255370/header.jpg?t=1682003540;Zen Studios;Zen Studios;Windows;https://store.steampowered.com/app/255370/KickBeat_Steam_Edition/;20 Jan, 2014;Action, Indie;;;;
CastleStorm;Hungary;Welcome to the world of CastleStorm, a super genre mashup of 2D physics destruction mashed with tower defense brawler! CastleStorm was born out of the fond childhood memory of building ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/241410/header.jpg?t=1682003470;Zen Studios;Zen Studios;Windows, Nintendo;https://store.steampowered.com/app/241410/CastleStorm/;29 Jul, 2013;Action, Indie, Strategy;;;;https://www.nintendo.com/us/store/products/castlestorm-switch/
Bloop;Hungary;Ignite your imagination with a whimsical 2D liquid physics-based puzzle game by Studio 2SD!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/340200/header.jpg?t=1558816923;KISS ltd;2SD;Windows, Playstation, Nintendo;https://store.steampowered.com/app/340200/Bloop/;16 Jan, 2015;Casual, Indie, Simulation;;https://store.playstation.com/en-us/product/UP4480-CUSA16341_00-0000000000000000/;;https://www.nintendo.com/us/store/products/bleep-bloop-switch/
Secret of the Magic Crystals;Hungary;In this game you manage a horse-breeding farm set in a fantasy surrounding. The game enables you to breed legendary horses such as Pegasus, Unicorn, Fire-steed, Ice-steed and Demon-stee;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/45100/header.jpg?t=1450984857;Artery Games;Artery Games;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/45100/Secret_of_the_Magic_Crystals/;3 Feb, 2010;Casual, Indie;;;;
Perpetuum;Hungary;Perpetuum is a persistent, sandbox, single server, massively multiplayer sci-fi rpg (MMORPG). Control huge robots and mechs to gain access to an alien planet's resources and knowledge, ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/223410/header.jpg?t=1667059829;Gamestorm Ltd;Avatar Creations;Windows;https://store.steampowered.com/app/223410/Perpetuum/;17 Oct, 2014;Indie, Massively Multiplayer, RPG;;;;
Dream Pinball 3D;Hungary;FINGER-FLIPPIN’, POWERFUL PINBALL!No room for a pinball machine? So what! With DREAM PINBALL 3D you can transform your PC or console into 6 different, multilevel, 3D pinball machines!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/215790/header.jpg?t=1623327546;Topware Interactive ACE;ASK Homework;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/215790/Dream_Pinball_3D/;19 Sep, 2012;Casual, Simulation;;;;
The Kings' Crusade;Hungary;The crowned heads of Europe launch a military campaign to conquer the Holy Land. The time has come to assemble your armies and take back the land!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/42920/header.jpg?t=1447353607;NeoCoreGames;NeoCoreGames;Windows;https://store.steampowered.com/app/42920/The_Kings_Crusade/;8 Oct, 2010;Strategy;;;;
The Incredible Adventures of Van Helsing II;Hungary;In the second part of the unfolding saga that could also be enjoyed independently, you can explore new corners of this unique world and experience the mix of old-school gothic and mad s;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/272470/header.jpg?t=1573827671;NeocoreGames;NeocoreGames;Windows;https://store.steampowered.com/app/272470/The_Incredible_Adventures_of_Van_Helsing_II/;22 May, 2014;Action, Adventure, Indie, RPG;;;;
The Incredible Adventures of Van Helsing;Hungary;Put on your wide-brimmed hat, grab your weapons and embark on an incredible adventure in the gothic-noir world of Borgovia, where mad science threatens the fragile peace between monster;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/215530/header.jpg?t=1573827571;NeocoreGames;NeocoreGames;Windows;https://store.steampowered.com/app/215530/The_Incredible_Adventures_of_Van_Helsing/;22 May, 2013;Action, Adventure, Indie, RPG;;;;
SkyDrift;Hungary;Get closer than ever before to the world of adrenaline pumping sky-racing where flyboys can test and master their flying and combat skills against the deadliest opponents! Admire amazin;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/91100/header.jpg?t=1726054572;HandyGames;Digital Reality;Windows;https://store.steampowered.com/app/91100/SkyDrift/;21 Nov, 2011;Indie, Racing;;;;
Sine Mora;Hungary;Sine Mora is a horizontal shoot'em up that provides a unique take on challenge, where time is the ultimate factor.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/207040/header.jpg?t=1726054496;HandyGames;Digital Reality;Windows;https://store.steampowered.com/app/207040/Sine_Mora/;9 Nov, 2012;Action, Indie;;;;
Rush for Berlin Gold;Hungary;By the creators of Codename Panzers: Stormregion; this real-time strategy title will once more take you onto the European battlefields of the Second World War. 1944–1945: In a race fo;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/40320/header.jpg?t=1589126944;THQ Nordic;Stormregion;Windows;https://store.steampowered.com/app/40320/Rush_for_Berlin_Gold/;29 Oct, 2009;Strategy;;;;
Nexus - The Jupiter Incident;Hungary;At the dawn of the 22nd century, the conquest of space and the colonization of the solar system is being monopolized by several huge and ambitious mega-corporations. Although extremely ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6420/header.jpg?t=1726050117;HandyGames;Mithis Games;Windows;https://store.steampowered.com/app/6420/Nexus__The_Jupiter_Incident/;5 Nov, 2004;Indie, Simulation, Strategy;;;;
Might & Magic: Heroes VI;Hungary;Heroes VI is a fast-paced epic story where Angels plot to end -- once and for all -- an unfinished war with their ancient rivals, the Faceless.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/48220/header.jpg?t=1698436685;Ubisoft;Blackhole;Windows;https://store.steampowered.com/app/48220/Might__Magic_Heroes_VI/;13 Oct, 2011;RPG, Strategy;https://store.epicgames.com/en-US/p/might-and-magic-heroes-6;;;
King Arthur II: The Role-Playing Wargame;Hungary;Experience the sequel to the Role-playing Real Time Strategy Hit!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/24480/header.jpg?t=1669816972;Paradox Interactive;NeocoreGames;Windows;https://store.steampowered.com/app/24480/King_Arthur_II_The_RolePlaying_Wargame/;27 Jan, 2012;RPG, Strategy;;;;
King Arthur - The Role-playing Wargame;Hungary;Welcome to the lost age of chivalry, where magic and myth is alive, and you are destined to be one of the living legends: Arthur, the son of Uther Pendragon, the Once and Future King of;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/24400/header.jpg?t=1589881021;Paradox Interactive;NeocoreGames;Windows;https://store.steampowered.com/app/24400/King_Arthur__The_Roleplaying_Wargame/;24 Nov, 2009;RPG, Strategy;;;;
King Arthur: Fallen Champions;Hungary;An all-new standalone expansion to the hit RPG-Strategy game!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/24460/header.jpg?t=1710236775;Paradox Interactive;NeocoreGames;Windows;https://store.steampowered.com/app/24460/King_Arthur_Fallen_Champions/;16 Sep, 2011;RPG, Strategy;;;;
Haegemonia: The Solon Heritage;Hungary;A stand-alone expansion pack to Legions of Iron, discover new innovations and even more stunning visuals that launch the Haegemonia experience into light speed.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/294790/header.jpg?t=1569580540;Microids;Digital Reality;Windows;https://store.steampowered.com/app/294790/Haegemonia_The_Solon_Heritage/;1 May, 2014;Action, Indie, Strategy;;;;
Haegemonia: Legions of Iron;Hungary;From the makers of the award-winning Imperium Galactica 1 and 2 games, discover a powerful space-opera like RTS game.  ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/294770/header.jpg?t=1569579915;Microids;Digital Reality;Windows;https://store.steampowered.com/app/294770/Haegemonia_Legions_of_Iron/;1 May, 2002;Action, Indie, Strategy;;;;
Ecco™: The Tides of Time;Hungary;The Vortex, the nearly invincible, secret, yet supremely dangerous enemy, now seems so far away. It’s only been a short time since this monster tore Ecco’s family from Home Bay. The;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/34319/header.jpg?t=1562320532;SEGA;SEGA;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/34319/Ecco_The_Tides_of_Time/;26 Oct, 2010;Adventure;;;;
Ecco™ Jr.;Hungary;Somewhere there is a place called the Endless Sea. There lives a giant whale named Big Blue. To find Big Blue, you have to open the Crystal Doors called Glyphs. To open the Crystal Door;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/34287/header.jpg?t=1549028438;SEGA;SEGA;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/34287/Ecco_Jr/;13 Sep, 2010;Adventure;;;;
Ecco the Dolphin™;Hungary;Life was an adventure for Ecco, the young dolphin. The ocean seemed endless with rolling breakers to race through! At high speed Ecco could burst through the waves leaping through the a;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/34274/header.jpg?t=1549028427;SEGA;SEGA;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/34274/Ecco_the_Dolphin/;1 Jun, 2010;Action;;;;
Dustoff Heli Rescue;Hungary;"""I need a Dustoff!"" became an all-too-familiar call on the airwaves of jungle wars. Now take off with your rescue helicopter and search and save the life of the wounded soldiers in the ";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/341730/header.jpg?t=1536053023;Invictus Games Ltd.;Invictus Games Ltd.;Windows, macOS;https://store.steampowered.com/app/341730/Dustoff_Heli_Rescue/;6 Mar, 2015;Action, Indie;;;;
Deathtrap;Hungary;Deathtrap is a Tower Defense game with strong action-RPG elements, a game of vicious tricks, killing machines, rotating blades and splattering blood.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/310510/header.jpg?t=1618303780;NeocoreGames;NeocoreGames;Windows;https://store.steampowered.com/app/310510/Deathtrap/;4 Feb, 2015;Action, Adventure, Indie, RPG, Strategy;;;;
Crysis Warhead®;Hungary;Pulse-racing new installment from 2007's PC Game of the Year*: Play as Sergeant Sykes and experience a whole new side of the battle. A standard combat mission behind enemy lines becomes;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/17330/header.jpg?t=1615208241;Electronic Arts;Crytek;Windows;https://store.steampowered.com/app/17330/Crysis_Warhead/;17 Sep, 2008;Action;;;;
Crusaders: Thy Kingdom Come;Hungary;It all happened in the darkest century of the medieval Europe, when a visionary Pope ignited the flames of the first crusade and united the rivaling nations for one single cause: to con;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/24410/header.jpg?t=1447352527;Paradox Interactive;NeocoreGames;Windows;https://store.steampowered.com/app/24410/Crusaders_Thy_Kingdom_Come/;8 Oct, 2009;Strategy;;;;
Codename: Panzers - Cold War;Hungary;Tempelhof, Berlin, dawn of 8th April 1949.A major armed conflict is brewing between the Western powers and the Soviet bloc. The Red Army has been growing ever stronger since the end of ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/9850/header.jpg?t=1689357130;InnoGlow;InnoGlow, Stormregion, THQ Nordic;Windows;https://store.steampowered.com/app/9850/Codename_Panzers__Cold_War/;10 Mar, 2009;Simulation, Strategy;;;;
BC Kings;Hungary;BC Kings features several new elements not commonly found in strategy games. In addition to gathering resources, training an army and defeating the enemy, you will have to solve adventu;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/12460/header.jpg?t=1573744168;Mascot Entertainment;Mascot Entertainment;Windows;https://store.steampowered.com/app/12460/BC_Kings/;15 Sep, 2008;Strategy;https://store.epicgames.com/en-US/p/bc-kings-779bb0;;;
Battlestations Pacific;Hungary;Experience one war through two epic sagas where you will be a part of history or change it. Feel the power of the historically authentic and decisive battles of the Pacific War. Relive ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/8170/header.jpg?t=1614294284;Square Enix;Eidos Studio Hungary;Windows, Xbox;https://store.steampowered.com/app/8170/Battlestations_Pacific/;12 May, 2009;Action, Strategy;;;https://www.xbox.com/en-US/games/store/battlestations-pacific/BX0TRXMTRV80;
Battlestations: Midway;Hungary;Battlestations: Midway is an immense action game that drops players into massive air, sea, and undersea battles from Pearl Harbor to the Battle of Midway.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/header.jpg?t=1592490116;Square Enix;Eidos Interactive;Windows;https://store.steampowered.com/app/6870/Battlestations_Midway/;30 Jan, 2007;Action;;;;
Zipp's Café;Hungary;"Love, betrayal, and coffee! Zipp's Café is a ""noir & chill"" little game about a café between the city of animals and the district of insects. Make unusual recipes, get involved in sha...";https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1812180/header.jpg?t=1706812648;The Wild Gentlemen;The Wild Gentlemen;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/1812180/Zipps_Caf/;15 Nov, 2023;Adventure, Casual, Indie;Unknown;Unknown;Unknown;Unknown
ePic Character Generator;Hungary;Create realistic or hand-drawn character images you can use as assets for your games, illustrations for your stories, or avatars for your role-playing sessions. Export your images as PN...;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/408930/header.jpg?t=1729248454;Overhead Games;Overhead Games;Windows, macOS;https://store.steampowered.com/app/408930/ePic_Character_Generator/;5 Nov, 2015;Animation & Modeling, Design & Illustration, Photo Editing, Utilities, Web Publishing, Game Development;Unknown;Unknown;Unknown;Unknown
KóterGame;Hungary;Dormitory residents living in poor conditions find scary secrets behind the concrete walls, but they just wanted to play Mario in peace.;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/975700/header.jpg?t=1666751865;Dzsembori;Dzsembori;Windows;https://store.steampowered.com/app/975700/KterGame/;11 Jan, 2004;Adventure, Free To Play, Indie, RPG;Unknown;Unknown;Unknown;Unknown
Lost Friends Adventure;Hungary;This is a platformer game with multiple controllable characters that can be played by one or more players in split screen mode and you will need these characters to solve many puzzles a...;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2555270/header.jpg?t=1731358041;TomX;TomX;Windows;https://store.steampowered.com/app/2555270/Lost_Friends_Adventure/;8 Nov, 2024;Adventure, Casual, Indie, Early Access;Unknown;Unknown;Unknown;Unknown
Drunken FC;Hungary;Ever wanted to get drunk, play football (soccer), and not worry about the medical bill later? Do you hate animation and love physics? Then here's some physics-based sports action for yo...;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1991820/header.jpg?t=1731345454;Red Herring Labs;Red Herring Labs;Windows;https://store.steampowered.com/app/1991820/Drunken_FC/;11 Nov, 2024;Action, Casual, Indie, Sports, Early Access;Unknown;Unknown;Unknown;Unknown
A Shadow in Space;Hungary;A Shadow in Space is a narrative-driven sci-fi psychological horror game inspired by the works of H.P. Lovecraft and Edgar Allan Poe. Discover the ancient, cosmic secrets of a desolate ...;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2699800/header.jpg?t=1732207787;GTOGG;GTOGG;Windows;https://store.steampowered.com/app/2699800/A_Shadow_in_Space/;To be announced;Action, Adventure, Indie;Unknown;Unknown;Unknown;Unknown
Climb Quest;Hungary;Climb Quest is a challenging vertical platformer where you navigate through a fragmented world of floating islands and overcoming devious traps. Your goal is to ascend to the top, close...;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/3151160/header.jpg?t=1728399549;ArneX Games;ArneX Games;Windows;https://store.steampowered.com/app/3151160/Climb_Quest/;3 Oct, 2024;Adventure, Casual, Indie;Unknown;Unknown;Unknown;Unknown
Cult of the Child Eater;Hungary;Dive into a terrifying multiplayer, cooperative, survival horror adventure set in the haunted corridors of an Eastern European orphanage in the 1980s. A spine-chilling game for 2-6 play...;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/3170640/header.jpg?t=1729062836;Uncle George Games;Uncle George Games;Windows;https://store.steampowered.com/app/3170640/Cult_of_the_Child_Eater/;To be announced;Action, Adventure, Indie, Massively Multiplayer;Unknown;Unknown;Unknown;Unknown
Pocket Cars;Hungary;Pocket Cars is a fast paced arcade combat-racing game, where you can drive remote controlled cars that speed through amazing tracks.;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1170720/header.jpg?t=1736191294;Gen90Software;Gen90Software;Windows, SteamOS + Linux;https://store.steampowered.com/app/1170720/Pocket_Cars/;To be announced;Action, Indie, Racing;Unknown;Unknown;Unknown;Unknown
Ostrom;Hungary;Realistic point defense game with physical interactions.;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/3128240/header.jpg?t=1734604190;Erik_GameDev;Erik_GameDev;Windows;https://store.steampowered.com/app/3128240/Ostrom/;To be announced;Indie, Simulation, Early Access;Unknown;Unknown;Unknown;Unknown
